cct_id,cct_city,cct_date,cct_card_type,cct_exp_type,cct_gender,cct_amount
10073,"Bengaluru, India",01-Nov-14,Platinum,Food,M,19343
10074,"Greater Mumbai, India",28-Mar-14,Signature,Fuel,M,83915
10075,"Ahmedabad, India",07-May-14,Signature,Grocery,M,35100
10076,"Bengaluru, India",20-Feb-14,Signature,Food,F,233611
10077,"Bengaluru, India",25-Dec-14,Signature,Grocery,M,8120
10078,"Greater Mumbai, India",23-May-15,Signature,Food,M,127268
10079,"Greater Mumbai, India",09-Apr-15,Signature,Food,F,238324
10080,"Bengaluru, India",17-Mar-14,Signature,Entertainment,F,209312
10081,"Bengaluru, India",27-Aug-14,Gold,Bills,F,121609
10082,"Delhi, India",29-Mar-14,Signature,Grocery,M,140246
10083,"Bengaluru, India",16-Dec-13,Gold,Food,M,124030
10084,"Bengaluru, India",10-May-15,Signature,Fuel,F,82259
10085,"Bengaluru, India",10-Dec-13,Platinum,Bills,F,70450
10086,"Bengaluru, India",07-Jul-14,Platinum,Grocery,F,24717
10087,"Delhi, India",12-Nov-14,Silver,Fuel,F,147217
10088,"Greater Mumbai, India",16-Mar-15,Gold,Fuel,F,73520
10089,"Ahmedabad, India",20-Dec-14,Silver,Grocery,F,230084
10090,"Ahmedabad, India",05-Nov-14,Platinum,Entertainment,M,192848
10091,"Ahmedabad, India",23-May-14,Silver,Fuel,M,18095
10092,"Ahmedabad, India",07-Aug-14,Platinum,Food,M,193730
10093,"Delhi, India",05-Aug-14,Silver,Food,F,24666
10094,"Bengaluru, India",23-May-15,Gold,Entertainment,M,89921
10095,"Delhi, India",24-May-14,Platinum,Grocery,F,209797
10096,"Greater Mumbai, India",08-Aug-14,Gold,Food,F,197488
10097,"Greater Mumbai, India",26-May-14,Silver,Grocery,M,185472
10098,"Bengaluru, India",21-Jun-14,Gold,Bills,F,202874
10099,"Greater Mumbai, India",01-Jun-14,Platinum,Food,F,180622
10100,"Ahmedabad, India",19-Mar-15,Silver,Bills,M,148625
10101,"Delhi, India",06-Dec-13,Gold,Entertainment,F,137861
10102,"Bengaluru, India",19-Aug-14,Silver,Food,M,191425
10103,"Delhi, India",29-Sep-14,Silver,Entertainment,M,18138
10104,"Greater Mumbai, India",12-Dec-14,Signature,Food,M,271311
10105,"Bengaluru, India",05-Feb-15,Signature,Food,M,147167
10106,"Delhi, India",08-Aug-14,Gold,Food,M,147923
10107,"Bengaluru, India",17-May-14,Silver,Grocery,F,29858
10108,"Ahmedabad, India",19-Sep-14,Gold,Bills,M,71255
10109,"Greater Mumbai, India",13-Jan-14,Signature,Entertainment,M,279668
10110,"Bengaluru, India",25-Apr-14,Gold,Food,M,20926
10111,"Greater Mumbai, India",06-Nov-13,Signature,Entertainment,M,170311
10112,"Delhi, India",15-Jul-14,Silver,Grocery,M,288080
10113,"Greater Mumbai, India",11-Apr-14,Silver,Food,F,285260
10114,"Ahmedabad, India",21-Sep-14,Platinum,Grocery,M,41358
10115,"Delhi, India",04-Nov-13,Platinum,Food,M,21011
10116,"Bengaluru, India",19-Dec-13,Gold,Food,F,133790
10117,"Greater Mumbai, India",01-Feb-14,Silver,Grocery,M,154558
10118,"Bengaluru, India",12-Dec-13,Signature,Food,F,78975
10119,"Greater Mumbai, India",24-Apr-14,Signature,Bills,F,263724
10120,"Greater Mumbai, India",23-Jan-14,Signature,Fuel,F,11881
10121,"Delhi, India",04-Jun-14,Silver,Bills,M,234255
10122,"Delhi, India",22-Aug-14,Gold,Fuel,M,223321
10123,"Greater Mumbai, India",14-Feb-14,Silver,Bills,M,108578
10124,"Bengaluru, India",12-Oct-14,Gold,Grocery,F,150204
10125,"Ahmedabad, India",20-Mar-15,Gold,Bills,F,266934
10126,"Bengaluru, India",13-Jan-15,Signature,Grocery,F,82893
10127,"Delhi, India",13-Mar-14,Silver,Entertainment,F,15512
10128,"Bengaluru, India",07-Oct-13,Gold,Bills,F,53126
10129,"Delhi, India",07-Jul-14,Signature,Fuel,M,165012
10130,"Delhi, India",27-Apr-14,Gold,Bills,M,133687
10131,"Bengaluru, India",29-Nov-13,Signature,Grocery,F,132111
10132,"Ahmedabad, India",04-Dec-14,Signature,Fuel,M,242546
10133,"Greater Mumbai, India",24-Mar-15,Platinum,Bills,M,15669
10134,"Delhi, India",06-May-15,Silver,Bills,M,289521
10135,"Ahmedabad, India",01-Apr-14,Platinum,Fuel,M,182674
10136,"Ahmedabad, India",29-Nov-13,Platinum,Bills,M,282435
10137,"Delhi, India",12-Oct-13,Gold,Fuel,M,241870
10138,"Greater Mumbai, India",31-Jan-14,Silver,Bills,F,77647
10139,"Ahmedabad, India",09-Jan-14,Gold,Fuel,M,206869
10140,"Bengaluru, India",15-Nov-13,Silver,Fuel,F,60358
10141,"Greater Mumbai, India",22-Nov-14,Gold,Bills,F,177644
10142,"Greater Mumbai, India",07-Feb-15,Signature,Grocery,F,242831
10143,"Ahmedabad, India",31-Jan-15,Platinum,Fuel,F,240144
10144,"Bengaluru, India",24-Feb-15,Gold,Entertainment,M,278878
10145,"Bengaluru, India",23-Mar-15,Platinum,Entertainment,M,132563
10146,"Delhi, India",17-May-14,Signature,Fuel,F,149714
10147,"Ahmedabad, India",16-Dec-14,Silver,Food,F,91449
10148,"Ahmedabad, India",15-Mar-14,Signature,Entertainment,F,5036
10149,"Ahmedabad, India",19-Nov-14,Signature,Fuel,M,201771
10150,"Ahmedabad, India",17-Feb-15,Signature,Fuel,M,194454
10151,"Ahmedabad, India",16-Jan-15,Signature,Bills,M,66132
10152,"Bengaluru, India",08-Oct-13,Gold,Fuel,M,118249
10153,"Bengaluru, India",15-Oct-13,Silver,Bills,F,165781
10154,"Greater Mumbai, India",24-Dec-13,Silver,Bills,M,172711
10155,"Ahmedabad, India",03-May-15,Silver,Grocery,F,229433
10156,"Ahmedabad, India",27-Mar-14,Gold,Grocery,M,189674
10157,"Delhi, India",10-Dec-14,Gold,Entertainment,F,93138
10158,"Bengaluru, India",01-Sep-14,Platinum,Bills,M,277073
10159,"Greater Mumbai, India",01-Jun-14,Signature,Entertainment,M,232339
10160,"Greater Mumbai, India",20-Jan-15,Platinum,Fuel,M,23130
10161,"Greater Mumbai, India",19-Apr-14,Signature,Grocery,F,147333
10162,"Greater Mumbai, India",30-Jan-15,Silver,Bills,M,252846
10163,"Delhi, India",20-Aug-14,Signature,Entertainment,M,117342
10164,"Bengaluru, India",04-May-14,Platinum,Bills,M,26322
10165,"Ahmedabad, India",02-Feb-14,Gold,Food,F,195512
10166,"Greater Mumbai, India",29-Oct-14,Platinum,Entertainment,F,7605
10167,"Greater Mumbai, India",09-Feb-14,Gold,Food,F,231088
10168,"Greater Mumbai, India",06-Jan-15,Platinum,Fuel,M,298616
10169,"Ahmedabad, India",29-Jan-14,Gold,Bills,F,168207
10170,"Ahmedabad, India",02-Aug-14,Platinum,Entertainment,M,182184
10171,"Delhi, India",15-Feb-15,Signature,Grocery,F,32206
10172,"Ahmedabad, India",14-Nov-14,Gold,Grocery,M,258147
10173,"Bengaluru, India",06-Nov-14,Signature,Entertainment,F,234918
10174,"Delhi, India",26-Jan-14,Signature,Grocery,M,241514
10175,"Ahmedabad, India",21-Oct-13,Silver,Bills,M,199305
10176,"Ahmedabad, India",04-Jan-15,Silver,Fuel,F,270668
10177,"Ahmedabad, India",25-Nov-14,Platinum,Fuel,F,34492
10178,"Ahmedabad, India",03-Jan-15,Gold,Fuel,F,124731
10179,"Delhi, India",07-Jan-14,Silver,Bills,F,189307
10180,"Bengaluru, India",30-Aug-14,Gold,Grocery,F,163838
10181,"Ahmedabad, India",26-Jul-14,Platinum,Grocery,F,28891
10182,"Greater Mumbai, India",01-Mar-15,Signature,Food,F,251045
10183,"Greater Mumbai, India",26-Feb-15,Gold,Fuel,M,10314
10184,"Bengaluru, India",01-Oct-14,Silver,Bills,F,259376
10185,"Greater Mumbai, India",04-Sep-14,Gold,Fuel,M,248129
10186,"Ahmedabad, India",07-Jul-14,Gold,Bills,M,24507
10187,"Ahmedabad, India",07-Sep-14,Platinum,Entertainment,F,203152
10188,"Greater Mumbai, India",19-Dec-14,Platinum,Food,F,285844
10189,"Greater Mumbai, India",29-Dec-14,Platinum,Grocery,M,86834
10190,"Delhi, India",11-Aug-14,Gold,Entertainment,M,210754
10191,"Greater Mumbai, India",26-Oct-14,Signature,Food,F,241238
10192,"Bengaluru, India",02-Oct-14,Signature,Bills,F,248243
10193,"Bengaluru, India",06-Jan-14,Platinum,Grocery,M,129817
10194,"Greater Mumbai, India",14-Nov-14,Signature,Fuel,M,85190
10195,"Delhi, India",17-May-14,Signature,Food,F,39412
10196,"Delhi, India",24-Oct-13,Signature,Entertainment,F,157217
10197,"Ahmedabad, India",16-Oct-14,Gold,Fuel,M,161209
10198,"Delhi, India",14-May-14,Platinum,Grocery,F,284424
10199,"Bengaluru, India",21-May-15,Silver,Fuel,M,196891
10200,"Delhi, India",01-Jun-14,Silver,Fuel,M,25678
10201,"Delhi, India",24-Oct-13,Platinum,Grocery,F,14500
10202,"Bengaluru, India",03-May-14,Platinum,Grocery,M,40491
10203,"Bengaluru, India",19-Feb-14,Platinum,Fuel,F,84287
10204,"Delhi, India",29-Jan-15,Gold,Bills,F,263207
10205,"Delhi, India",27-Mar-14,Gold,Grocery,M,154879
10206,"Greater Mumbai, India",31-May-14,Silver,Food,M,298977
10207,"Greater Mumbai, India",19-Oct-14,Signature,Food,F,57681
10208,"Delhi, India",12-Nov-14,Gold,Grocery,F,220350
10209,"Bengaluru, India",09-Sep-14,Signature,Bills,F,102056
10210,"Bengaluru, India",26-Apr-14,Silver,Food,M,128245
10211,"Greater Mumbai, India",03-May-15,Gold,Grocery,F,256984
10212,"Delhi, India",05-Oct-13,Silver,Grocery,F,158154
10213,"Greater Mumbai, India",06-Mar-14,Gold,Entertainment,M,38624
10214,"Delhi, India",07-Aug-14,Gold,Entertainment,F,36465
10215,"Ahmedabad, India",30-Aug-14,Silver,Food,M,72999
10216,"Bengaluru, India",17-Jun-14,Signature,Grocery,F,131784
10217,"Delhi, India",17-Jan-14,Gold,Bills,F,268355
10218,"Ahmedabad, India",07-Mar-15,Signature,Bills,M,38461
10219,"Greater Mumbai, India",09-Feb-15,Signature,Fuel,F,45881
10220,"Delhi, India",10-Feb-14,Silver,Food,F,65708
10221,"Greater Mumbai, India",08-Feb-15,Platinum,Bills,F,207816
10222,"Greater Mumbai, India",25-Dec-13,Silver,Food,M,181693
10223,"Greater Mumbai, India",01-Feb-14,Platinum,Fuel,M,254824
10224,"Greater Mumbai, India",23-May-14,Signature,Grocery,F,10371
10225,"Ahmedabad, India",23-Dec-13,Signature,Food,M,268732
10226,"Greater Mumbai, India",15-May-15,Platinum,Food,M,66360
10227,"Bengaluru, India",02-Aug-14,Silver,Entertainment,F,193171
10228,"Delhi, India",17-May-15,Platinum,Grocery,M,137032
10229,"Delhi, India",03-Dec-14,Silver,Entertainment,F,3287
10230,"Greater Mumbai, India",12-Jul-14,Silver,Fuel,F,62781
10231,"Delhi, India",01-Jan-15,Gold,Food,M,157804
10232,"Greater Mumbai, India",03-Jan-14,Gold,Fuel,F,188442
10233,"Greater Mumbai, India",12-Feb-15,Silver,Grocery,F,197611
10234,"Bengaluru, India",06-Feb-14,Silver,Fuel,F,252606
10235,"Delhi, India",03-Mar-14,Platinum,Grocery,M,282917
10236,"Bengaluru, India",10-Feb-15,Signature,Entertainment,F,27793
10237,"Ahmedabad, India",10-Mar-15,Gold,Food,F,259027
10238,"Delhi, India",22-Aug-14,Silver,Entertainment,F,82275
10239,"Bengaluru, India",18-May-15,Platinum,Entertainment,F,148425
10240,"Bengaluru, India",25-Mar-15,Gold,Grocery,F,171468
10241,"Delhi, India",09-Jan-15,Signature,Fuel,M,11488
10242,"Delhi, India",04-Oct-13,Silver,Fuel,F,52179
10243,"Ahmedabad, India",20-May-15,Silver,Entertainment,F,266801
10244,"Bengaluru, India",26-May-14,Signature,Bills,F,172236
10245,"Delhi, India",13-Dec-14,Gold,Food,M,29055
10246,"Delhi, India",22-Sep-14,Gold,Food,F,2581
10247,"Delhi, India",03-Feb-14,Gold,Grocery,M,142249
10248,"Delhi, India",26-May-14,Signature,Food,F,294454
10249,"Delhi, India",12-Aug-14,Silver,Bills,M,130726
10250,"Delhi, India",13-Jan-14,Silver,Grocery,M,88144
10251,"Ahmedabad, India",04-May-15,Signature,Fuel,F,137079
10252,"Greater Mumbai, India",20-May-14,Gold,Food,F,131581
10253,"Ahmedabad, India",23-May-14,Silver,Fuel,M,128063
10254,"Bengaluru, India",01-Aug-14,Gold,Entertainment,F,62404
10255,"Bengaluru, India",23-Nov-14,Silver,Grocery,F,118354
10256,"Delhi, India",14-Apr-14,Signature,Grocery,M,68751
10257,"Bengaluru, India",14-Dec-13,Gold,Entertainment,M,137069
10258,"Delhi, India",21-Apr-14,Silver,Food,F,202214
10259,"Delhi, India",23-Nov-14,Gold,Grocery,F,142431
10260,"Greater Mumbai, India",23-May-15,Platinum,Grocery,F,20841
10261,"Bengaluru, India",31-Jul-14,Signature,Entertainment,M,212854
10262,"Ahmedabad, India",10-Oct-14,Silver,Entertainment,M,112104
10263,"Ahmedabad, India",30-Sep-14,Signature,Fuel,M,211567
10264,"Greater Mumbai, India",01-Nov-13,Gold,Food,F,29867
10265,"Delhi, India",20-Jan-15,Signature,Grocery,F,270176
10266,"Bengaluru, India",04-Jul-14,Silver,Grocery,M,215205
10267,"Ahmedabad, India",29-Mar-15,Silver,Entertainment,F,230608
10268,"Ahmedabad, India",02-Apr-15,Gold,Food,F,21907
10269,"Ahmedabad, India",03-Sep-14,Silver,Bills,M,275253
10270,"Ahmedabad, India",01-Jul-14,Silver,Fuel,M,158036
10271,"Delhi, India",25-Mar-14,Gold,Fuel,M,289166
10272,"Bengaluru, India",07-Oct-14,Gold,Entertainment,F,223018
10273,"Delhi, India",01-Jul-14,Platinum,Entertainment,F,168732
10274,"Ahmedabad, India",27-Mar-14,Silver,Entertainment,F,16672
10275,"Delhi, India",12-Jan-15,Silver,Fuel,M,6416
10276,"Ahmedabad, India",19-Mar-14,Silver,Entertainment,M,255820
10277,"Ahmedabad, India",01-Mar-15,Gold,Food,M,263963
10278,"Greater Mumbai, India",06-May-14,Silver,Grocery,F,291162
10279,"Ahmedabad, India",23-Nov-13,Signature,Fuel,M,220304
10280,"Greater Mumbai, India",22-Jun-14,Gold,Entertainment,M,228050
10281,"Bengaluru, India",22-Apr-14,Silver,Grocery,F,221372
10282,"Ahmedabad, India",21-Nov-14,Silver,Grocery,F,106011
10283,"Bengaluru, India",12-Jan-14,Platinum,Bills,M,93661
10284,"Delhi, India",16-Apr-14,Platinum,Entertainment,M,67198
10285,"Bengaluru, India",12-Apr-14,Platinum,Fuel,F,66130
10286,"Ahmedabad, India",17-Mar-14,Platinum,Entertainment,M,89335
10287,"Delhi, India",14-Nov-14,Signature,Fuel,F,55987
10288,"Greater Mumbai, India",05-Aug-14,Gold,Food,M,32624
10289,"Ahmedabad, India",25-May-14,Platinum,Grocery,F,206906
10290,"Ahmedabad, India",21-Jun-14,Platinum,Food,M,1364
10291,"Ahmedabad, India",29-Nov-14,Gold,Fuel,M,256485
10292,"Bengaluru, India",06-Mar-15,Platinum,Grocery,F,129950
10293,"Greater Mumbai, India",25-Mar-15,Platinum,Entertainment,M,229974
10294,"Bengaluru, India",08-Jul-14,Gold,Entertainment,F,106766
10295,"Ahmedabad, India",12-Mar-14,Silver,Fuel,F,32900
10296,"Bengaluru, India",05-May-14,Gold,Food,F,238404
10297,"Ahmedabad, India",24-Aug-14,Gold,Bills,M,235760
10298,"Ahmedabad, India",06-Jul-14,Silver,Food,M,103762
10299,"Bengaluru, India",21-Dec-13,Signature,Fuel,M,217234
10300,"Ahmedabad, India",16-Mar-14,Silver,Entertainment,F,79809
10301,"Ahmedabad, India",23-May-15,Gold,Bills,F,80501
10302,"Greater Mumbai, India",15-Oct-13,Signature,Grocery,M,39975
10303,"Delhi, India",24-May-14,Signature,Food,M,230731
10304,"Ahmedabad, India",13-Sep-14,Gold,Food,M,83682
10305,"Bengaluru, India",12-Jul-14,Silver,Bills,M,255449
10306,"Greater Mumbai, India",15-Jun-14,Gold,Grocery,M,75745
10307,"Bengaluru, India",01-Nov-14,Signature,Bills,F,256199
10308,"Delhi, India",07-Jun-14,Signature,Grocery,F,51617
10309,"Greater Mumbai, India",30-Jan-14,Silver,Entertainment,F,78671
10310,"Greater Mumbai, India",28-Jan-15,Platinum,Grocery,F,165589
10311,"Ahmedabad, India",05-Jul-14,Gold,Fuel,F,27929
10312,"Delhi, India",05-Feb-14,Gold,Bills,F,110025
10313,"Delhi, India",15-Apr-14,Signature,Entertainment,M,76512
10314,"Bengaluru, India",19-Oct-14,Silver,Entertainment,M,214971
10315,"Ahmedabad, India",07-Apr-15,Gold,Food,M,83819
10316,"Delhi, India",28-Apr-14,Silver,Food,M,296767
10317,"Ahmedabad, India",22-Oct-13,Signature,Grocery,F,148558
10318,"Greater Mumbai, India",02-Nov-14,Silver,Grocery,F,285022
10319,"Ahmedabad, India",17-Aug-14,Signature,Food,F,109286
10320,"Delhi, India",26-Jan-14,Silver,Food,M,217679
10321,"Greater Mumbai, India",10-Feb-15,Platinum,Food,F,194336
10322,"Bengaluru, India",08-Jan-14,Silver,Entertainment,F,261402
10323,"Greater Mumbai, India",25-May-14,Gold,Food,M,162827
10324,"Bengaluru, India",12-Jun-14,Silver,Fuel,M,248720
10325,"Greater Mumbai, India",18-Jan-15,Signature,Entertainment,M,158834
10326,"Delhi, India",24-Dec-13,Platinum,Food,F,278708
10327,"Ahmedabad, India",19-Apr-15,Platinum,Bills,F,151208
10328,"Bengaluru, India",29-Sep-14,Signature,Entertainment,M,91421
10329,"Bengaluru, India",19-Aug-14,Gold,Entertainment,M,76857
10330,"Bengaluru, India",12-Dec-13,Signature,Fuel,F,94221
10331,"Greater Mumbai, India",06-Oct-13,Signature,Entertainment,F,283090
10332,"Greater Mumbai, India",12-Dec-14,Silver,Grocery,M,19890
10333,"Delhi, India",09-Nov-13,Signature,Fuel,F,131009
10334,"Ahmedabad, India",15-May-15,Gold,Grocery,M,2562
10335,"Ahmedabad, India",18-Apr-14,Platinum,Bills,M,40613
10336,"Greater Mumbai, India",26-Feb-15,Silver,Food,M,182506
10337,"Bengaluru, India",14-May-15,Signature,Grocery,F,160400
10338,"Greater Mumbai, India",28-Nov-14,Silver,Entertainment,F,266492
10339,"Ahmedabad, India",31-Jan-14,Gold,Fuel,M,137395
10340,"Ahmedabad, India",02-Sep-14,Silver,Grocery,M,175239
10341,"Delhi, India",21-Dec-13,Silver,Fuel,M,269746
10342,"Ahmedabad, India",17-Dec-14,Platinum,Food,M,126782
10343,"Greater Mumbai, India",11-Jan-14,Silver,Entertainment,F,223599
10344,"Ahmedabad, India",11-Aug-14,Gold,Entertainment,F,149276
10345,"Greater Mumbai, India",31-Oct-14,Platinum,Food,M,15520
10346,"Delhi, India",03-Aug-14,Silver,Entertainment,M,118795
10347,"Delhi, India",21-Dec-13,Signature,Grocery,F,169959
10348,"Bengaluru, India",01-Feb-15,Gold,Bills,M,255679
10349,"Bengaluru, India",28-Feb-14,Gold,Food,M,87142
10350,"Greater Mumbai, India",10-Jul-14,Silver,Bills,M,223299
10351,"Bengaluru, India",22-Jan-15,Signature,Entertainment,F,94789
10352,"Ahmedabad, India",29-May-14,Signature,Food,F,104318
10353,"Ahmedabad, India",21-Jan-14,Platinum,Fuel,F,173003
10354,"Ahmedabad, India",07-Aug-14,Silver,Bills,F,275531
10355,"Bengaluru, India",21-Mar-15,Silver,Food,M,224303
10356,"Bengaluru, India",12-Jan-14,Gold,Food,M,50529
10357,"Bengaluru, India",02-Jan-14,Gold,Food,F,179642
10358,"Greater Mumbai, India",08-Jun-14,Gold,Grocery,F,139938
10359,"Greater Mumbai, India",02-Jan-14,Platinum,Food,F,232304
10360,"Greater Mumbai, India",25-Aug-14,Platinum,Food,F,179209
10361,"Bengaluru, India",07-Sep-14,Silver,Food,F,283902
10362,"Delhi, India",04-Oct-13,Silver,Food,M,210174
10363,"Delhi, India",07-May-15,Gold,Entertainment,M,114386
10364,"Greater Mumbai, India",28-Sep-14,Signature,Bills,F,237791
10365,"Ahmedabad, India",29-Nov-14,Silver,Food,F,83726
10366,"Bengaluru, India",22-Dec-14,Gold,Bills,F,202980
10367,"Bengaluru, India",19-May-14,Gold,Entertainment,F,289412
10368,"Ahmedabad, India",04-Apr-14,Platinum,Grocery,F,24712
10369,"Ahmedabad, India",16-Mar-15,Platinum,Fuel,M,17609
10370,"Delhi, India",31-Mar-15,Silver,Food,F,72486
10371,"Greater Mumbai, India",26-Nov-14,Gold,Food,M,16632
10372,"Delhi, India",18-Jul-14,Silver,Fuel,M,132617
10373,"Ahmedabad, India",03-Dec-14,Platinum,Grocery,M,132176
10374,"Bengaluru, India",23-Sep-14,Silver,Fuel,F,102188
10375,"Bengaluru, India",01-Dec-14,Silver,Fuel,F,90064
10376,"Greater Mumbai, India",13-Oct-13,Silver,Food,F,238084
10377,"Ahmedabad, India",04-May-15,Signature,Food,M,93997
10378,"Delhi, India",04-Jan-14,Signature,Bills,M,28654
10379,"Bengaluru, India",23-Feb-14,Signature,Bills,M,160641
10380,"Greater Mumbai, India",31-Oct-13,Platinum,Fuel,F,77121
10381,"Ahmedabad, India",21-Jul-14,Gold,Grocery,M,215604
10382,"Bengaluru, India",16-Nov-14,Platinum,Grocery,F,47067
10383,"Ahmedabad, India",02-May-14,Platinum,Grocery,M,186078
10384,"Greater Mumbai, India",12-Jun-14,Silver,Fuel,F,59053
10385,"Delhi, India",18-Mar-15,Silver,Fuel,F,284354
10386,"Delhi, India",09-Oct-13,Platinum,Food,M,273629
10387,"Bengaluru, India",24-Dec-13,Silver,Food,M,74243
10388,"Delhi, India",27-Dec-14,Silver,Bills,F,175473
10389,"Bengaluru, India",30-Aug-14,Platinum,Entertainment,F,299017
10390,"Delhi, India",15-Nov-13,Gold,Entertainment,M,179275
10391,"Greater Mumbai, India",24-Apr-15,Signature,Fuel,F,22345
10392,"Bengaluru, India",05-Jul-14,Platinum,Entertainment,F,18679
10393,"Delhi, India",24-Oct-13,Signature,Bills,F,4042
10394,"Bengaluru, India",09-Dec-14,Platinum,Food,F,193703
10395,"Delhi, India",26-Feb-14,Gold,Bills,F,256198
10396,"Delhi, India",28-Feb-15,Silver,Fuel,M,243557
10397,"Greater Mumbai, India",20-Jul-14,Signature,Grocery,F,24830
10398,"Ahmedabad, India",15-Apr-15,Gold,Grocery,F,259140
10399,"Bengaluru, India",04-Feb-15,Gold,Bills,M,24938
10400,"Greater Mumbai, India",28-Jun-14,Signature,Fuel,M,65702
10401,"Ahmedabad, India",11-Mar-15,Platinum,Fuel,M,32398
10402,"Delhi, India",20-Oct-14,Signature,Fuel,F,262864
10403,"Ahmedabad, India",17-Nov-14,Silver,Grocery,F,235932
10404,"Greater Mumbai, India",01-Jun-14,Gold,Bills,M,15617
10405,"Bengaluru, India",13-Dec-13,Gold,Bills,M,282874
10406,"Bengaluru, India",07-Aug-14,Gold,Bills,M,162249
10407,"Greater Mumbai, India",04-Nov-14,Signature,Bills,F,243710
10408,"Delhi, India",27-Aug-14,Silver,Food,F,20163
10409,"Delhi, India",12-Jan-15,Silver,Fuel,F,157665
10410,"Ahmedabad, India",02-Jan-14,Signature,Food,M,218880
10411,"Ahmedabad, India",23-Mar-15,Signature,Grocery,F,63295
10412,"Bengaluru, India",04-Mar-14,Silver,Entertainment,M,230662
10413,"Greater Mumbai, India",26-May-15,Platinum,Food,M,293134
10414,"Greater Mumbai, India",07-Mar-15,Silver,Food,M,138176
10415,"Ahmedabad, India",03-Aug-14,Signature,Entertainment,F,137717
10416,"Bengaluru, India",21-Nov-14,Silver,Bills,M,260501
10417,"Delhi, India",09-Feb-15,Signature,Food,M,2527
10418,"Ahmedabad, India",06-Dec-14,Signature,Entertainment,M,163532
10419,"Delhi, India",19-Dec-13,Silver,Entertainment,F,158542
10420,"Greater Mumbai, India",19-Mar-15,Silver,Grocery,M,186731
10421,"Greater Mumbai, India",13-May-14,Gold,Fuel,F,153563
10422,"Ahmedabad, India",24-Mar-14,Silver,Food,M,101599
10423,"Ahmedabad, India",04-Feb-15,Platinum,Entertainment,F,101078
10424,"Ahmedabad, India",05-Mar-14,Gold,Entertainment,M,245812
10425,"Greater Mumbai, India",30-Jul-14,Gold,Fuel,M,257089
10426,"Ahmedabad, India",17-Feb-14,Platinum,Grocery,M,281562
10427,"Ahmedabad, India",24-Jan-15,Silver,Bills,M,296559
10428,"Delhi, India",08-Jan-15,Silver,Bills,M,299981
10429,"Bengaluru, India",08-Dec-14,Silver,Bills,F,15036
10430,"Delhi, India",10-Dec-14,Gold,Bills,M,134177
10431,"Greater Mumbai, India",26-May-14,Silver,Entertainment,F,187446
10432,"Greater Mumbai, India",30-Jan-15,Silver,Bills,M,282198
10433,"Bengaluru, India",01-Nov-13,Signature,Food,M,248338
10434,"Bengaluru, India",05-Apr-14,Platinum,Food,F,110019
10435,"Ahmedabad, India",07-Jan-14,Signature,Entertainment,M,274791
10436,"Delhi, India",22-Nov-14,Silver,Food,F,215684
10437,"Greater Mumbai, India",29-Oct-14,Gold,Grocery,M,103457
10438,"Bengaluru, India",25-Mar-14,Signature,Bills,F,195518
10439,"Delhi, India",28-Aug-14,Signature,Grocery,M,101893
10440,"Bengaluru, India",09-Nov-14,Platinum,Grocery,F,186151
10441,"Bengaluru, India",19-Jun-14,Silver,Food,F,274869
10442,"Delhi, India",30-Aug-14,Platinum,Grocery,F,214240
10443,"Ahmedabad, India",20-Aug-14,Gold,Grocery,M,184704
10444,"Ahmedabad, India",03-Sep-14,Platinum,Entertainment,M,154367
10445,"Delhi, India",15-Oct-14,Gold,Food,F,152497
10446,"Delhi, India",01-Aug-14,Silver,Bills,M,4967
10447,"Bengaluru, India",26-Jul-14,Platinum,Food,M,289702
10448,"Greater Mumbai, India",25-Jan-15,Signature,Food,M,29369
10449,"Greater Mumbai, India",09-Dec-13,Signature,Grocery,M,297068
10450,"Ahmedabad, India",06-Feb-15,Silver,Entertainment,F,50505
10451,"Delhi, India",25-Aug-14,Silver,Fuel,M,98523
10452,"Greater Mumbai, India",14-Nov-14,Gold,Fuel,M,140801
10453,"Ahmedabad, India",27-Feb-14,Silver,Food,F,295658
10454,"Ahmedabad, India",22-Aug-14,Silver,Food,M,259835
10455,"Greater Mumbai, India",10-Nov-13,Silver,Entertainment,F,199538
10456,"Delhi, India",07-Apr-14,Gold,Entertainment,F,121178
10457,"Greater Mumbai, India",15-Jan-15,Silver,Food,F,9151
10458,"Delhi, India",22-Oct-13,Signature,Entertainment,M,90584
10459,"Bengaluru, India",04-Apr-15,Gold,Grocery,M,198978
10460,"Delhi, India",10-Mar-15,Gold,Grocery,F,28909
10461,"Greater Mumbai, India",04-Jan-14,Silver,Grocery,F,197675
10462,"Greater Mumbai, India",27-Mar-14,Signature,Bills,F,191763
10463,"Bengaluru, India",24-Jun-14,Platinum,Entertainment,M,151456
10464,"Greater Mumbai, India",18-Sep-14,Signature,Bills,F,141169
10465,"Greater Mumbai, India",06-Dec-13,Signature,Entertainment,M,280141
10466,"Ahmedabad, India",26-Aug-14,Signature,Bills,F,110074
10467,"Bengaluru, India",05-Nov-14,Signature,Grocery,M,270299
10468,"Greater Mumbai, India",31-May-14,Platinum,Food,M,206335
10469,"Bengaluru, India",20-Sep-14,Silver,Bills,M,220659
10470,"Greater Mumbai, India",28-Mar-15,Signature,Food,F,165677
10471,"Ahmedabad, India",05-Nov-14,Silver,Bills,F,189960
10472,"Bengaluru, India",25-Apr-15,Silver,Grocery,M,175555
10473,"Delhi, India",30-Jan-14,Gold,Bills,M,34299
